id,claim,model,repetition,label,explanation,confidence,valid_json,raw_text
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,9,sarcastic,"The claim is sarcastic because it suggests that if someone accuses Hillary of something they are not guilty of, it must be true.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it suggests that if someone accuses Hillary of something they are not guilty of, it must be true.\"", \""confidence\"": 90}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,9,sarcastic,"The phrase 'no you are not ready' is a common sarcastic way of saying 'yes, you are ready', implying the opposite of what the literal text states.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is a common sarcastic way of saying 'yes, you are ready', implying the opposite of what the literal text states.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,9,sarcastic,The use of profanity and the phrase 'obvs wrong' indicate sarcasm.,80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicate sarcasm.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,9,literal,The claim is literal because it states a fact about the title belonging to Joe Warren.,100,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim is literal because it states a fact about the title belonging to Joe Warren.\"", \""confidence\"": 100}"""
0,They were too brown to be real Christians,llama-3.2-3b,10,sarcastic,"The claim is sarcastic because it implies that being brown is a characteristic of non-Christians, which is an exaggeration and likely meant to be humorous or ironic.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that being brown is a characteristic of non-Christians, which is an exaggeration and likely meant to be humorous or ironic.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,10,sarcastic,The phrase is humorous and unlikely to be a literal description of the action.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase is humorous and unlikely to be a literal description of the action.\"", \""confidence\"": 90}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,10,sarcastic,"The phrase 'don't know shit' is a hyperbolic expression commonly used to convey strong disagreement or contempt, indicating that the statement is sarcastic.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'don't know shit' is a hyperbolic expression commonly used to convey strong disagreement or contempt, indicating that the statement is sarcastic.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,10,sarcastic,"The claim is sarcastic because it implies that Mario, a well-known character, didn",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that Mario, a well-known character, didn\"", \""confidence\"": 90}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,10,sarcastic,"The claim is sarcastic because it says something positive about a past state of Xbox Live (not existing), which is ironic and often used to express the opposite of what is actually being said.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it says something positive about a past state of Xbox Live (not existing), which is ironic and often used to express the opposite of what is actually being said.\"", \""confidence\"": 80}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,10,sarcastic,"The word ""Synical"" is misspelled, suggesting the author is being sarcastic about the term ""sympathetic"" being misspelled as ""Synical"".",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The word \\\""Synical\\\"" is misspelled, suggesting the author is being sarcastic about the term \\\""sympathetic\\\"" being misspelled as \\\""Synical\\\"".\"", \""confidence\"": 80}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,10,sarcastic,"The claim is sarcastic because it suggests that if someone accuses Hillary of something, they must be guilty of it, which is a logical fallacy.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it suggests that if someone accuses Hillary of something, they must be guilty of it, which is a logical fallacy.\"", \""confidence\"": 90}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,10,sarcastic,"The phrase 'no you are not ready' is a common idiomatic expression used to dismiss someone who is not experienced enough, indicating that the statement is meant to be ironic or mocking.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is a common idiomatic expression used to dismiss someone who is not experienced enough, indicating that the statement is meant to be ironic or mocking.\"", \""confidence\"": 80}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,10,sarcastic,The use of profanity and the phrase 'obvs wrong' indicate sarcasm.,80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicate sarcasm.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,10,literal,The claim is literal because it states a fact about a title belonging to Joe Warren.,90,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim is literal because it states a fact about a title belonging to Joe Warren.\"", \""confidence\"": 90}"""
0,They were too brown to be real Christians,llama-3.2-3b,11,sarcastic,"The claim is sarcastic because it implies that the person is not a 'real' Christian because of their skin color, which is a characteristic that cannot be used to determine someone's faith.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that the person is not a 'real' Christian because of their skin color, which is a characteristic that cannot be used to determine someone's faith.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,11,sarcastic,"The phrase suggests the opposite of what it literally says, indicating a sarcastic tone.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase suggests the opposite of what it literally says, indicating a sarcastic tone.\"", \""confidence\"": 80}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,11,sarcastic,"The phrase 'don't know shit' is a hyperbolic expression used to emphasize the Browns' lack of knowledge, indicating a sarcastic tone.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'don't know shit' is a hyperbolic expression used to emphasize the Browns' lack of knowledge, indicating a sarcastic tone.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,11,sarcastic,"The claim is sarcastic because it implies the opposite of what is typically expected about Mario, who is often associated with playing many games.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies the opposite of what is typically expected about Mario, who is often associated with playing many games.\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,11,sarcastic,"The claim is sarcastic because it states that a situation where Xbox Live did not exist was 'amazing', implying that the existence of Xbox Live is a positive aspect.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it states that a situation where Xbox Live did not exist was 'amazing', implying that the existence of Xbox Live is a positive aspect.\"", \""confidence\"": 80}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,11,sarcastic,"The word choice 'Synical' is likely a misspelling of 'Sympathetic', but the context suggests the opposite sentiment, indicating sarcasm.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The word choice 'Synical' is likely a misspelling of 'Sympathetic', but the context suggests the opposite sentiment, indicating sarcasm.\"", \""confidence\"": 80}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,11,sarcastic,"The question implies that the speaker thinks the person is guilty of the accusations he makes against Hillary, which is a common sarcastic tone.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The question implies that the speaker thinks the person is guilty of the accusations he makes against Hillary, which is a common sarcastic tone.\"", \""confidence\"": 90}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,11,sarcastic,"The language used is informal and dismissive, implying that reaching level 30 is a requirement for being ready, which is not a literal requirement.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The language used is informal and dismissive, implying that reaching level 30 is a requirement for being ready, which is not a literal requirement.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,11,sarcastic,The use of profanity and the phrase 'obvs wrong' suggest a sarcastic tone.,80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' suggest a sarcastic tone.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,11,literal,"The title is a factual statement about Joe Warren, indicating he is the owner of the title.",80,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The title is a factual statement about Joe Warren, indicating he is the owner of the title.\"", \""confidence\"": 80}"""
0,They were too brown to be real Christians,llama-3.2-3b,12,sarcastic,"The claim is sarcastic because it implies that the person is not a real Christian because of their skin color, which is a discriminatory statement.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that the person is not a real Christian because of their skin color, which is a discriminatory statement.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,12,sarcastic,"The claim is sarcastic because it describes an extremely unlikely and dangerous scenario, which is often used to express irony or sarcasm.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it describes an extremely unlikely and dangerous scenario, which is often used to express irony or sarcasm.\"", \""confidence\"": 90}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,12,sarcastic,"The use of the phrase 'don\u2019t know shit' is a common idiomatic expression for expressing strong disagreement or contempt, which is typically sarcastic in tone.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the phrase 'don\\\\u2019t know shit' is a common idiomatic expression for expressing strong disagreement or contempt, which is typically sarcastic in tone.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,12,sarcastic,"The claim is phrased in a way that suggests Mario played many games, implying he didn",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is phrased in a way that suggests Mario played many games, implying he didn\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,12,sarcastic,"The claim is sarcastic because it presents a past time when a current situation (Xbox Live) did not exist, implying that the current situation is now 'amazing' because it does exist.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it presents a past time when a current situation (Xbox Live) did not exist, implying that the current situation is now 'amazing' because it does exist.\"", \""confidence\"": 80}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,12,sarcastic,"The wordplay on 'synical' and 'sycophantic' suggests sarcasm, and the phrase 'ploy for SF' implies a criticism of San Francisco, a common target of sarcastic comments.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The wordplay on 'synical' and 'sycophantic' suggests sarcasm, and the phrase 'ploy for SF' implies a criticism of San Francisco, a common target of sarcastic comments.\"", \""confidence\"": 80}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,12,sarcastic,"The claim is sarcastic because it implies that if someone accuses Hillary of something they are not guilty of, it must be true. This is an obvious logical fallacy and the tone is clearly mocking.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that if someone accuses Hillary of something they are not guilty of, it must be true. This is an obvious logical fallacy and the tone is clearly mocking.\"", \""confidence\"": 90}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,12,sarcastic,The use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggests sarcasm.,80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggests sarcasm.\"", \""confidence\"": 80}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,12,sarcastic,"The use of profanity and the phrase 'obvs wrong' indicate sarcasm, as it is an exaggerated and mocking way of expressing disagreement.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicate sarcasm, as it is an exaggerated and mocking way of expressing disagreement.\"", \""confidence\"": 90}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,12,sarcastic,"The claim is sarcastic because it attributes the title to Joe Warren, which is unlikely given the context of the title",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it attributes the title to Joe Warren, which is unlikely given the context of the title\"", \""confidence\"": 80}"""
0,They were too brown to be real Christians,llama-3.2-3b,13,sarcastic,The phrase suggests that the person is being facetious and using hyperbole to make a point about the person's faith.,80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase suggests that the person is being facetious and using hyperbole to make a point about the person's faith.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,13,sarcastic,"The claim is likely sarcastic because it describes a highly improbable and potentially dangerous action, which is often used to be ironic or humorous.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is likely sarcastic because it describes a highly improbable and potentially dangerous action, which is often used to be ironic or humorous.\"", \""confidence\"": 80}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,13,sarcastic,"The use of the phrase 'don't know shit' is a strong indicator of sarcasm, as it is a colloquial and informal way of expressing strong disagreement or frustration.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the phrase 'don't know shit' is a strong indicator of sarcasm, as it is a colloquial and informal way of expressing strong disagreement or frustration.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,13,sarcastic,The claim is sarcastic because it contradicts the common perception of Mario playing many games.,80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it contradicts the common perception of Mario playing many games.\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,13,sarcastic,"The claim is made about a time when Xbox Live didn't exist, which is unlikely and not a common statement, suggesting it is sarcastic.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is made about a time when Xbox Live didn't exist, which is unlikely and not a common statement, suggesting it is sarcastic.\"", \""confidence\"": 90}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,13,sarcastic,The use of the word 'synical' (likely a typo for 'sincere' or 'synical' as in 'synical' isn't a word but 'sincere' is) suggests a negative tone and the phrase 'ploy' is often used to imply a deceitful or manipulative action.,80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the word 'synical' (likely a typo for 'sincere' or 'synical' as in 'synical' isn't a word but 'sincere' is) suggests a negative tone and the phrase 'ploy' is often used to imply a deceitful or manipulative action.\"", \""confidence\"": 80}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,13,sarcastic,The question is phrased in a way that implies the speaker is trying to discredit Hillary without presenting any actual evidence.,80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The question is phrased in a way that implies the speaker is trying to discredit Hillary without presenting any actual evidence.\"", \""confidence\"": 80}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,13,sarcastic,"The phrase 'no you are not ready' is a sarcastic way of saying the opposite, indicating that the speaker is being facetious.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is a sarcastic way of saying the opposite, indicating that the speaker is being facetious.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,13,sarcastic,"The use of strong profanity and the phrase 'obvs wrong' suggest that the speaker is being sarcastic, implying that galaxy collapse is not actually a hilarious meme.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of strong profanity and the phrase 'obvs wrong' suggest that the speaker is being sarcastic, implying that galaxy collapse is not actually a hilarious meme.\"", \""confidence\"": 90}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,13,sarcastic,"The title is a common name, not a proper title, and is often used for fictional characters in movies and TV shows.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The title is a common name, not a proper title, and is often used for fictional characters in movies and TV shows.\"", \""confidence\"": 80}"""
0,They were too brown to be real Christians,llama-3.2-3b,14,sarcastic,"The phrase 'too brown' is an idiomatic expression meaning 'not genuine' or 'insincere', often used to describe people who pretend to be something they are not.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'too brown' is an idiomatic expression meaning 'not genuine' or 'insincere', often used to describe people who pretend to be something they are not.\"", \""confidence\"": 90}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,14,sarcastic,The claim is sarcastic because it describes a highly improbable and impossible action.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and impossible action.\"", \""confidence\"": 90}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,14,sarcastic,"The phrase 'don't know shit' is a common idiomatic expression used to express contempt or disdain, which is a hallmark of sarcasm.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'don't know shit' is a common idiomatic expression used to express contempt or disdain, which is a hallmark of sarcasm.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,14,sarcastic,"The claim is sarcastic because it implies that Mario, a character known for playing many games, didn",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that Mario, a character known for playing many games, didn\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,14,sarcastic,"The claim is sarcastic because it expresses surprise at the non-existence of Xbox Live, implying that it was a significant issue in the past.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it expresses surprise at the non-existence of Xbox Live, implying that it was a significant issue in the past.\"", \""confidence\"": 80}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,14,sarcastic,"The use of the word 'Synical' instead of 'Syonical' suggests a mocking tone, and the phrase 'there must be an election coming up' is a common idiomatic expression used to express skepticism or annoyance.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the word 'Synical' instead of 'Syonical' suggests a mocking tone, and the phrase 'there must be an election coming up' is a common idiomatic expression used to express skepticism or annoyance.\"", \""confidence\"": 90}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,14,sarcastic,"The claim is sarcastic because it implies that if there is anything Hillary is accused of that the person is not guilty of, it would be something the person is also accused of, which is unlikely.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that if there is anything Hillary is accused of that the person is not guilty of, it would be something the person is also accused of, which is unlikely.\"", \""confidence\"": 80}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,14,sarcastic,"The phrase 'no you are not ready' is a common way to express sarcasm, especially when paired with a low level requirement.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is a common way to express sarcasm, especially when paired with a low level requirement.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,14,sarcastic,"The language used is informal and mocking, indicating sarcasm.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The language used is informal and mocking, indicating sarcasm.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,14,literal,"The claim states that the title belongs to Joe Warren, implying that the title is a real title, not a sarcastic comment.",95,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim states that the title belongs to Joe Warren, implying that the title is a real title, not a sarcastic comment.\"", \""confidence\"": 95}"""
0,They were too brown to be real Christians,llama-3.2-3b,15,sarcastic,"The claim is sarcastic because it implies that being brown is a characteristic of non-Christians, which is an exaggeration and not true.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that being brown is a characteristic of non-Christians, which is an exaggeration and not true.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,15,sarcastic,"The phrase 'inserting his finger into the trigger guard behind the finger' is an absurd and unlikely action, suggesting sarcasm.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'inserting his finger into the trigger guard behind the finger' is an absurd and unlikely action, suggesting sarcasm.\"", \""confidence\"": 90}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,15,sarcastic,"The phrase 'don’t know shit' is an idiomatic expression that typically means someone is incompetent or unaware. The context suggests the speaker is being sarcastic, implying the Browns are actually knowledgeable about QBs.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'don\\u2019t know shit' is an idiomatic expression that typically means someone is incompetent or unaware. The context suggests the speaker is being sarcastic, implying the Browns are actually knowledgeable about QBs.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,15,literal,"The claim states a fact about Mario, implying he did play games, but the number of games is not specified.",90,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim states a fact about Mario, implying he did play games, but the number of games is not specified.\"", \""confidence\"": 90}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,15,sarcastic,"The phrase 'Amazing, there was actually a time when' is a common sarcastic expression used to convey the opposite of 'amazing'.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'Amazing, there was actually a time when' is a common sarcastic expression used to convey the opposite of 'amazing'.\"", \""confidence\"": 90}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,15,sarcastic,"The use of the word 'Synical' is likely a typo for 'Sincere', but the tone suggests the opposite, implying the speaker is being sarcastic about the necessity of an election in San Francisco (SF).",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the word 'Synical' is likely a typo for 'Sincere', but the tone suggests the opposite, implying the speaker is being sarcastic about the necessity of an election in San Francisco (SF).\"", \""confidence\"": 90}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,15,sarcastic,"The question is phrased in a way that suggests the speaker is being sarcastic, as it implies that the speaker is accusing Hillary of something they are also guilty of.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The question is phrased in a way that suggests the speaker is being sarcastic, as it implies that the speaker is accusing Hillary of something they are also guilty of.\"", \""confidence\"": 80}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,15,sarcastic,"The claim uses a common gaming term 'lvl 30' and implies that being lower than this level means someone is not ready, which is an exaggeration and not meant to be taken literally.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses a common gaming term 'lvl 30' and implies that being lower than this level means someone is not ready, which is an exaggeration and not meant to be taken literally.\"", \""confidence\"": 80}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,15,sarcastic,The use of profanity and the phrase 'obvs wrong' suggest a sarcastic tone.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' suggest a sarcastic tone.\"", \""confidence\"": 90}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,15,sarcastic,"The title is likely sarcastic because it refers to Joe Warren, a known figure in a competitive shooting sport, but the tone suggests irony or mocking.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The title is likely sarcastic because it refers to Joe Warren, a known figure in a competitive shooting sport, but the tone suggests irony or mocking.\"", \""confidence\"": 80}"""
0,They were too brown to be real Christians,llama-3.2-3b,16,sarcastic,"The claim is sarcastic because it implies that being brown is a characteristic of being a real Christian, which is not true. The phrase is used to mock or criticize the person's claim.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that being brown is a characteristic of being a real Christian, which is not true. The phrase is used to mock or criticize the person's claim.\"", \""confidence\"": 90}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,16,sarcastic,"The claim is phrased as a joke, with a literal action being described in a humorous way, suggesting the speaker is being sarcastic.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is phrased as a joke, with a literal action being described in a humorous way, suggesting the speaker is being sarcastic.\"", \""confidence\"": 80}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,16,sarcastic,"The phrase 'don't know shit' is a common idiomatic expression used to convey strong disagreement or contempt, which is typically sarcastic in tone.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'don't know shit' is a common idiomatic expression used to convey strong disagreement or contempt, which is typically sarcastic in tone.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,16,sarcastic,The claim is sarcastic because it downplays Mario's extensive gaming history.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it downplays Mario's extensive gaming history.\"", \""confidence\"": 90}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,16,sarcastic,The claim is sarcastic because it expresses surprise that Xbox Live didn,80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it expresses surprise that Xbox Live didn\"", \""confidence\"": 80}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,16,sarcastic,"The word choice and tone suggest sarcasm, as 'synical' is likely a misspelling of 'synical' and the phrase 'there must be an election coming up' is a humorous way of saying there won't be one.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The word choice and tone suggest sarcasm, as 'synical' is likely a misspelling of 'synical' and the phrase 'there must be an election coming up' is a humorous way of saying there won't be one.\"", \""confidence\"": 80}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,16,sarcastic,"The claim is sarcastic because it implies that if he is not guilty of the accusations against Hillary, then he must be guilty of something he accuses her of.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that if he is not guilty of the accusations against Hillary, then he must be guilty of something he accuses her of.\"", \""confidence\"": 80}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,16,sarcastic,"The phrase 'no you are not ready' is an idiomatic expression used to convey the opposite of what the speaker intends to say, suggesting that being at least lvl 30 is a requirement for being ready, which is clearly not true.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is an idiomatic expression used to convey the opposite of what the speaker intends to say, suggesting that being at least lvl 30 is a requirement for being ready, which is clearly not true.\"", \""confidence\"": 80}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,16,sarcastic,"The claim uses strong language and implies that the person disagreeing is obviously wrong, which is a common trait of sarcastic language.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses strong language and implies that the person disagreeing is obviously wrong, which is a common trait of sarcastic language.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,16,literal,"The title is explicitly stated as belonging to Joe Warren, indicating a literal statement.",80,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The title is explicitly stated as belonging to Joe Warren, indicating a literal statement.\"", \""confidence\"": 80}"""
0,They were too brown to be real Christians,llama-3.2-3b,17,sarcastic,"The claim is sarcastic because it implies that being brown is a characteristic that would make someone not a real Christian, which is an absurd and ironic statement.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that being brown is a characteristic that would make someone not a real Christian, which is an absurd and ironic statement.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,17,sarcastic,"The phrase 'by inserting his finger into the trigger guard behind the finger' is highly unlikely and exaggerated, suggesting sarcasm.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'by inserting his finger into the trigger guard behind the finger' is highly unlikely and exaggerated, suggesting sarcasm.\"", \""confidence\"": 90}"""
