id,from_model,to_model,repetition,label,confidence,valid_json,raw_text
13,llama-3.2-3b,qwen-2.5-1.5b,10,sarcastic,75,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Explanation provided by the peer.\"",\n  \""confidence\"": 75\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,11,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic due to its absurd and ironic nature.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,11,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,11,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The phrase is hyperbolic and uses a strong negative term, indicating the opposite of the truth.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,11,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim does not contain sarcasm. It simply provides factual information about Mario's gaming habits.\"",\n  \""confidence\"": 95\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,11,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim suggests that Xbox Live existed at some point in history, but now does not. This implies that the speaker believes Xbox Live has always been present, which is contrary to common knowledge.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,11,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The wordplay on 'synical' and the phrase 'ploy for SF' suggest a sarcastic tone.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,11,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it lists something Hillary is accused of, implying he is not guilty of the same, which is a common rhetorical device used to express skepticism or sarcasm.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,11,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggests sarcasm.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,11,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity ('fkin') and the phrase 'obvs wrong' indicates sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,11,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Explanation provided in the question.\"",\n  \""confidence\"": 95\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,12,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it implies that being brown is a sign of not being a real Christian, which is an absurd and ironic statement.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,12,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Explanation provided.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,12,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The phrase is hyperbolic and uses a strong negative term, indicating the opposite of the truth.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,12,literal,100,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim is literal because it states a factual information about Mario, without any apparent intention to mock or deceive.\"",\n  \""confidence\"": 100\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,12,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it expresses a contrasting idea by stating a time when a well-known service (Xbox Live) did not exist, implying that this is an unusual or impossible situation.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,12,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of words like 'synical' and 'ploy for SF' creates a sense of irony and sarcasm.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,12,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The peer explains that the claim is sarcastic as it lists something Hillary is accused of, implying she is not guilty of the same, using a common rhetorical device.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,12,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggests sarcasm.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,12,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicate sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,12,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Peer believes it's sarcastic because they believe the title doesn't belong to Joe Warren.\"",\n  \""confidence\"": 95\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,13,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it implies that being brown is a sign of not being a real Christian, which is an absurd and ironic statement.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,13,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,13,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Hyperbolic use of language.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,13,literal,100,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim does not contain sarcasm or irony.\"",\n  \""confidence\"": 100\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,13,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim suggests that Xbox Live existed in the past, which implies that it has since disappeared. This is a common way for sarcasm to work.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,13,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of wordplay and reference to an upcoming election suggest sarcasm.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,13,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic as it suggests that the person accusing Hillary is not guilty of something she is accused of.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,13,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""the use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggest sarcasm.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,13,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicates sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,13,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim suggests sarcasm because it implies that the title does not belong to Joe Warren.\"",\n  \""confidence\"": 95\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,14,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Explanation provided by the peer.\""\n  ,\""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,14,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,14,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Hyperbolic language suggests sarcasm.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,14,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim is literal because it states a factual information about Mario, without any apparent intention to mock or deceive.\"",\n  \""confidence\"": 95\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,14,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it expresses a contrasting idea by stating a time when a well-known service (Xbox Live) did not exist, implying that this is an unusual or impossible situation.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,14,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The wordplay on 'synical' and the phrase 'ploy for SF' suggest a sarcastic tone.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,14,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The peer's explanation suggests the claim is sarcastic.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,14,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggests sarcasm.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,14,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity ('fkin') and the phrase 'obvs wrong' indicates sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,14,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The response suggests sarcasm.\"",\n  \""confidence\"": 95\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,15,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Explanation provided by the peer.\""\n  , \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,15,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,15,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of the phrase 'don't know shit' indicates sarcasm.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,15,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""Explanation provided by the peer.\"",\n  \""confidence\"": 95\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,15,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it expresses a contrasting idea by stating a time when a well-known service (Xbox Live) did not exist, implying that this is an unusual or impossible situation.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,15,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The wordplay on 'synical' and the phrase 'ploy for SF' suggest a sarcastic tone.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,15,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it lists something Hillary is accused of, implying he is not guilty of the same, which is a common rhetorical device used to express skepticism or sarcasm.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,15,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggest sarcasm.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,15,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicate sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,15,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'belongs to' suggests sarcasm.\"",\n  \""confidence\"": 95\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,16,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it implies that being brown is a sign of not being a real Christian, which is an absurd and ironic statement.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,16,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,16,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The phrase is hyperbolic and uses a strong negative term, indicating the opposite of the truth.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,16,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim is literal because it states a factual information about Mario, without any apparent intention to mock or deceive.\"",\n  \""confidence\"": 95\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,16,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic as it suggests a rare occurrence that contradicts the current state of affairs.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,16,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The wordplay on 'synical' and the phrase 'ploy for SF' suggest a sarcastic tone.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,16,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it lists something Hillary is accused of, implying he is not guilty of the same, which is a common rhetorical device used to express skepticism or sarcasm.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,16,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggest sarcasm.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,16,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicate sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,16,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The phrase suggests that the title does not belong to Joe Warren, implying sarcasm.\"",\n  \""confidence\"": 95\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,17,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it implies that being brown is a sign of not being a real Christian, which is an absurd and ironic statement.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,17,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,17,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Hyperbolic use of language.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,17,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim is literal because it states a factual information about Mario, without any apparent intention to mock or deceive.\"",\n  \""confidence\"": 95\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,17,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim suggests a contrast by mentioning a time when a well-known service did not exist.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,17,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The wordplay on 'synical' and the phrase 'ploy for SF' suggest a sarcastic tone.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,17,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The peer believes the claim is sarcastic.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,17,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggests sarcasm.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,17,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicates sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,17,sarcastic,85,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The peer's reasoning suggests sarcasm because they believe it is meant as a criticism.\"",\n  \""confidence\"": 85\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,18,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it implies that being brown is a sign of not being a real Christian, which is an absurd and ironic statement.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,18,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,18,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of hyperbole in the sentence suggests sarcasm.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,18,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim is literal because it states a factual information about Mario, without any apparent intention to mock or deceive.\"",\n  \""confidence\"": 95\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,18,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim suggests a time when a well-known service existed, which implies a contrast to its current state.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,18,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of wordplay and specific terms suggest sarcasm.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,18,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The peer believes the claim is sarcastic.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,18,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggests sarcasm.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,18,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity ('fkin') and the phrase 'obvs wrong' indicates sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,18,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The peer's statement suggests sarcasm as they imply it doesn't belong to Joe Warren.\"",\n  \""confidence\"": 95\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,19,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it suggests that being brown is a sign of not being a real Christian, implying that skin color is somehow indicative of religious faith.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,19,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,19,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Hyperbolic and uses a strong negative term.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,19,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim is literal because it states a factual information about Mario, without any apparent intention to mock or deceive.\"",\n  \""confidence\"": 95\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,19,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim suggests a contrast between the existence of Xbox Live in the present day and its absence in the past, making it seem ironic or humorous.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,19,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of wordplay and the mention of an election suggest sarcasm.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,19,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it lists something Hillary is accused of, implying he is not guilty of the same, which is a common rhetorical device used to express skepticism or sarcasm.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,19,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""the claim suggests sarcasm due to the unusual spelling of 'lvl' and the sarcastic tone in the statement.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,19,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicate sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,19,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Peer believes it's sarcastic.\"",\n  \""confidence\"": 95\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,20,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it implies that being brown is a sign of not being a real Christian, which is an absurd and ironic statement.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,20,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,20,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Hyperbolic use of 'shit' indicates sarcasm.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,20,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim is literal because it states a factual information about Mario, without any apparent intention to mock or deceive.\"",\n  \""confidence\"": 95\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,20,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it expresses a contrasting idea by stating a time when a well-known service (Xbox Live) did not exist, implying that this is an unusual or impossible situation.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,20,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The wordplay on 'synical' and the phrase 'ploy for SF' suggest a sarcastic tone.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,20,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it lists something Hillary is accused of, implying he is not guilty of the same, which is a common rhetorical device used to express skepticism or sarcasm.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,20,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""the use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggests sarcasm.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,20,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity ('fkin') and the phrase 'obvs wrong' indicates sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,20,sarcastic,85,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The peer's explanation suggests sarcasm.\"",\n  \""confidence\"": 85\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,21,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it implies that being brown is a sign of not being a real Christian, which is an absurd and ironic statement.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,21,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,21,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Hyperbolic use of language, indicating opposite of truth.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,21,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim does not contain sarcasm. It simply provides factual information about Mario's gaming habits.\"",\n  \""confidence\"": 95\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,21,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic as it implies a contrast by mentioning a time when a widely recognized service (Xbox Live) did not exist.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,21,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of wordplay and the reference to an upcoming election suggest sarcasm.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,21,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The peer's explanation suggests sarcasm through the use of a rhetorical device.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,21,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggests sarcasm.\"",\n  \""confidence\"": 95\n}"""
